name,team,age,league,position,apps,minutesPlayed,goal,assistTotal,yellowCard,redCards,shotsPerGame,passRate,aerialWonPerGame,manOfMatch,rating
Mathias Jensen,Brentford,26,Premier League,MF,15,1138,1,3,2,0,0.5,77,0.3,1,6.7
Aaron Ramsdale,Arsenal,24,Premier League,GK,14,1260,0,0,0,0,0,63.1,0.2,0,6.7
Javi Sánchez,Real Valladolid,25,La Liga,DF,12,1007,1,0,4,0,0.4,85.7,1.6,0,6.7
Guillermo Maripán,Monaco,28,Ligue 1,DF,9,766,2,0,0,1,0.4,88.2,1.6,0,6.7
Patric,Lazio,29,Serie A,DF,9,754,0,0,0,0,0.1,87.3,0.3,1,6.7
Saïd Benrahma,West Ham,27,Premier League,MF,7,749,2,1,0,0,2.2,86.6,0.1,0,6.7
Jack Harrison,Leeds,26,Premier League,MF,12,945,1,3,2,0,0.8,71.6,0.2,2,6.69
Kyle Walker-Peters,Southampton,25,Premier League,DF,11,955,1,0,2,0,0.5,75.7,0.9,0,6.69
Daniel Amartey,Leicester,27,Premier League,DF,10,914,0,0,0,0,0.3,91.1,1.6,1,6.69
Íñigo Martínez,Athletic Bilbao,31,La Liga,DF,9,810,0,0,1,0,0.8,85.7,1.8,0,6.69
Marco Friedl,Werder Bremen,24,Bundesliga,DF,14,1157,0,0,3,1,0.1,82.7,1.1,0,6.69
Vitaly Janelt,Brentford,24,Premier League,MF,11,993,1,1,1,0,0.3,86.5,1,1,6.69
Joe Aribo,Southampton,26,Premier League,MF,10,948,2,0,1,0,0.8,73.9,1.5,0,6.69
Perr Schuurs,Torino,23,Serie A,DF,9,709,0,0,2,0,0.2,84.3,2.5,0,6.69
Emil Holm,Spezia,22,Serie A,MF,12,1035,1,1,4,0,0.8,64.2,3.4,1,6.69
Zeki Çelik,Roma,25,Serie A,DF,6,637,0,0,2,0,0.2,76.2,0.7,0,6.69
Thiago Mendes,Lyon,30,Ligue 1,DF,14,1171,0,1,2,0,0.3,84.2,1.7,0,6.69
Jonas Omlin,Montpellier,28,Ligue 1,GK,10,808,0,0,0,1,0,68.3,0.1,0,6.69
John Stones,Man City,28,Premier League,DF,8,731,0,2,1,0,0.6,94.7,1.1,0,6.68
Yannick Gerhardt,Wolfsburg,28,Bundesliga,DF,8,700,3,0,1,0,1.3,74.9,0.6,1,6.68
Emanuel Aiwu,Cremonese,21,Serie A,DF,11,969,0,0,2,0,0.2,81.2,1.2,1,6.68
Nathan Patterson,Everton,21,Premier League,DF,8,765,0,0,1,0,0.8,79.6,0.6,0,6.68
Oihan Sancet,Athletic Bilbao,22,La Liga,MF,13,949,3,0,2,0,1.2,86.8,0.6,0,6.68
Illan Meslier,Leeds,22,Premier League,GK,14,1260,0,0,0,0,0,54.9,0.1,2,6.68
Arnau Martinez,Girona,19,La Liga,DF,10,814,2,1,2,0,1.1,81.2,1.3,0,6.68
Roque Mesa,Real Valladolid,33,La Liga,MF,11,869,2,1,4,0,1.2,84.1,0.3,1,6.68
Dennis Geiger,Hoffenheim,24,Bundesliga,MF,14,1014,1,2,4,0,0.2,87,0.4,1,6.68
Tiago Djaló,Lille,22,Ligue 1,DF,13,1109,2,0,5,0,0.7,92.1,1.3,2,6.68
Florian Lejeune,Rayo Vallecano,31,La Liga,DF,12,951,3,0,2,1,1.2,82.3,1.7,1,6.68
Morgan Gibbs-White,Nottingham Forest,22,Premier League,MF,12,1039,2,2,1,0,1.5,68.2,1.5,3,6.68
Hans Hateboer,Atalanta,28,Serie A,DF,12,1047,1,0,6,0,0.6,80.4,1.5,1,6.68
Raheem Sterling,Chelsea,27,Premier League,MF,11,956,3,1,3,0,1.5,75.9,0,1,6.68
Faitout Maouassa,Montpellier,24,Ligue 1,DF,8,657,1,4,0,0,0.8,68.5,0.2,0,6.68
Manuel Riemann,Bochum,34,Bundesliga,GK,15,1350,0,0,1,0,0,59.2,0.3,2,6.68
Dominik Kohr,Mainz,28,Bundesliga,MF,14,1178,2,0,4,0,1.2,72.6,1.1,0,6.68
Maximiliano Caufriez,Clermont Foot,25,Ligue 1,DF,9,790,0,0,4,0,0.2,88.4,1.1,0,6.68
Ansu Fati,Barcelona,20,La Liga,MF,3,462,3,3,0,0,2.1,86.1,0.1,0,6.68
Leon Bailey,Aston Villa,25,Premier League,MF,11,833,3,2,4,0,1.2,69.1,0.9,1,6.67
Mostafa Mohamed,Nantes,25,Ligue 1,FW,8,839,4,2,0,0,1.4,60.7,2.1,0,6.67
Matteo Pessina,Monza,25,Serie A,MF,12,997,2,1,2,0,0.9,89,1.1,0,6.67
Domingos Duarte,Getafe,27,La Liga,DF,13,1126,0,2,5,0,0.6,79.5,1.5,1,6.67
Marcelo Brozovic,Inter,30,Serie A,MF,7,621,2,0,5,0,1,87.7,0,0,6.67
Alex Meret,Napoli,25,Serie A,GK,15,1350,0,0,0,0,0,83.1,0.1,1,6.67
Adrián Embarba,Almeria,30,La Liga,MF,5,424,1,3,2,1,1.2,73.8,0.2,0,6.67
Léo Baptistão,Almeria,30,La Liga,MF,8,569,2,2,3,0,1.4,67.1,0.6,2,6.67
Waldemar Anton,Stuttgart,26,Bundesliga,DF,15,1346,1,0,2,0,0.5,81.8,2.3,0,6.67
Alex Sandro,Juventus,31,Serie A,DF,9,780,0,1,3,1,0.2,87.4,1.1,0,6.67
Lassana Coulibaly,Salernitana,26,Serie A,MF,14,1168,1,1,4,0,0.4,85.3,0.7,1,6.67
Beto,Udinese,24,Serie A,FW,7,687,6,0,0,0,1.4,55.7,2.4,2,6.67
Fabinho,Liverpool,29,Premier League,DF,11,998,0,0,2,0,0.4,88.2,0.8,0,6.67
Anthony Jung,Werder Bremen,31,Bundesliga,DF,14,1150,2,2,0,0,0.9,79.4,0.9,0,6.67
Fran García,Rayo Vallecano,23,La Liga,DF,14,1260,0,2,0,0,0.7,85.6,0.1,0,6.67
Leonardo Bonucci,Juventus,35,Serie A,DF,6,596,1,0,1,0,0.3,85.4,1.2,0,6.66
Edgar Badia,Elche,30,La Liga,GK,14,1260,0,0,2,0,0,69,0.1,2,6.66
Sergio Camello,Rayo Vallecano,21,La Liga,FW,11,940,2,2,0,0,2.1,81.6,0.8,0,6.66
Sebastian Rode,Eintracht Frankfurt,32,Bundesliga,DF,8,604,3,1,2,0,0.3,86.6,0.4,0,6.66
Vitaliy Mykolenko,Everton,23,Premier League,DF,15,1285,0,0,2,0,0.3,77,0.7,0,6.66
Luis Alberto,Lazio,30,Serie A,MF,5,541,3,1,1,0,0.7,85.6,0.2,0,6.66
Maxence Caqueret,Lyon,22,Ligue 1,MF,11,976,0,1,1,0,0.6,87.1,0.5,0,6.66
Predrag Rajkovic,Mallorca,27,La Liga,GK,14,1260,0,0,1,0,0,59.6,0,1,6.66
Boubakary Soumaré,Leicester,23,Premier League,MF,9,675,0,0,3,0,0.1,91.4,0.7,0,6.66
Grischa Prömel,Hoffenheim,27,Bundesliga,MF,13,1074,1,1,3,0,1.7,79.8,0.9,0,6.66
Wahbi Khazri,Montpellier,31,Ligue 1,MF,8,711,2,1,2,0,1.6,77.2,0.5,0,6.66
Sergi Roberto,Barcelona,30,La Liga,DF,3,371,2,0,1,0,0.6,93.9,0,0,6.66
Ferland Mendy,Real Madrid,27,La Liga,DF,11,890,0,1,2,0,0.1,92.5,0.5,0,6.66
Jubal,Auxerre,29,Ligue 1,DF,15,1350,1,1,2,0,0.5,86.8,1.8,0,6.66
Koray Günter,Verona,28,Serie A,DF,11,1003,1,1,3,0,0.7,77,1.7,0,6.66
Kai Havertz,Chelsea,23,Premier League,MF,11,889,3,0,3,0,1.7,80.1,2.2,0,6.66
Muhammed Cham,Clermont Foot,22,Ligue 1,MF,10,867,3,2,0,0,1.2,84.2,0.2,1,6.66
Vincent Le Goff,Lorient,33,Ligue 1,DF,15,1350,0,0,1,0,0.5,82.9,0.5,0,6.66
Munas Dabbur,Hoffenheim,30,Bundesliga,MF,4,422,4,0,1,0,1.1,73.9,0.1,0,6.66
Jeffrey Gouweleeuw,Augsburg,31,Bundesliga,DF,14,1197,0,0,7,0,0.5,66.2,2.6,0,6.65
Koke,Atletico,30,La Liga,MF,8,743,0,2,2,0,0.3,84.9,0.4,0,6.65
Kurt Zouma,West Ham,28,Premier League,DF,14,1185,1,0,0,0,0.7,86.2,2.3,1,6.65
Flavius Daniliuc,Salernitana,21,Serie A,DF,9,843,0,1,3,0,0.4,88.8,2,0,6.65
Justin Kluivert,Valencia,23,La Liga,MF,5,520,2,0,1,0,1.2,80.6,0.4,1,6.65
João Félix,Atletico,23,La Liga,MF,5,512,3,3,5,0,1.6,75.8,0.5,1,6.65
Danilo Cataldi,Lazio,28,Serie A,MF,12,920,0,0,3,0,0.3,88.5,0.2,0,6.65
Yvon Mvogo,Lorient,28,Ligue 1,GK,14,1183,0,0,0,0,0,69.6,0.2,0,6.65
Massadio Haïdara,Lens,30,Ligue 1,DF,8,739,0,0,3,0,0.2,89.4,1.4,0,6.65
Ederson,Man City,29,Premier League,GK,14,1260,0,1,0,0,0,86.6,0.3,0,6.65
Adam Marusic,Lazio,30,Serie A,DF,14,1302,0,1,4,0,0.4,89.3,1,0,6.65
Saúl Ñíguez,Atletico,28,La Liga,DF,6,464,0,1,5,0,0.8,77.5,1.5,0,6.65
Jordan Ayew,Crystal Palace,31,Premier League,MF,11,907,0,1,1,0,0.4,83.4,1.6,0,6.65
Lukasz Skorupski,Bologna,31,Serie A,GK,15,1350,0,0,2,0,0,73.8,0.3,0,6.65
Robin Knoche,Union Berlin,30,Bundesliga,DF,14,1260,1,0,2,0,0.3,81.2,1.4,0,6.65
Germán Pezzella,Real Betis,31,La Liga,DF,10,912,0,0,2,2,0.4,88.5,1.3,0,6.65
Íñigo Lekue,Athletic Bilbao,29,La Liga,DF,10,949,0,1,1,0,0.8,82.8,1,0,6.65
Castello Lukeba,Lyon,19,Ligue 1,DF,14,1260,1,0,2,0,0.2,88.9,1.1,0,6.65
Gianluca Mancini,Roma,26,Serie A,DF,15,1200,0,1,4,0,0.5,84.9,1.7,0,6.65
Tom Krauß,Schalke,21,Bundesliga,MF,15,1239,1,0,2,0,0.9,75.4,0.5,0,6.65
Memeh Okoli,Atalanta,21,Serie A,DF,9,842,0,0,3,0,0.4,76.9,3.1,1,6.65
Yannick Carrasco,Atletico,29,La Liga,MF,8,742,1,0,1,0,1.6,84.2,0.2,0,6.65
Pau Torres,Villarreal,25,La Liga,DF,13,1170,0,0,5,0,0.3,86.6,1.4,0,6.64
Anthony Gordon,Everton,21,Premier League,MF,11,986,3,0,6,0,1.6,77.2,0.6,1,6.64
Steffen Tigges,FC Koln,24,Bundesliga,FW,9,726,3,0,0,0,1,58,2.8,1,6.64
Patrik Schick,Leverkusen,26,Bundesliga,MF,10,861,2,0,0,0,2.5,70,2.4,0,6.64
Tuta,Eintracht Frankfurt,23,Bundesliga,DF,15,1341,1,0,3,0,0.4,80.4,1.3,0,6.64
Joaquín Fernández,Real Valladolid,26,La Liga,DF,10,955,1,0,2,0,0.5,84,1.9,1,6.64
Ricardo Rodríguez,Torino,30,Serie A,DF,10,946,0,0,0,0,0.4,85.8,1,0,6.64
Edimilson Fernandes,Mainz,26,Bundesliga,DF,9,821,0,1,2,0,0.5,75.1,0.6,0,6.64
Corentin Tolisso,Lyon,28,Ligue 1,DF,7,546,0,0,1,0,0.5,88.5,0.7,0,6.64
Óliver Torres,Sevilla,28,La Liga,MF,12,860,3,0,1,0,0.6,80.1,0.1,1,6.64
André Silva,RBL,27,Bundesliga,FW,9,796,2,1,1,0,1.7,72.5,0.5,0,6.64
Ashley Young,Aston Villa,37,Premier League,DF,7,726,1,0,3,0,0.5,76.8,0.9,0,6.64
Marco Silvestri,Udinese,31,Serie A,GK,15,1350,0,0,0,0,0,73.1,0.2,0,6.64
Arnaud Kalimuendo,Rennes,20,Ligue 1,FW,8,610,3,1,0,0,1.2,83.3,0.4,0,6.64
Matteo Bianchetti,Cremonese,29,Serie A,DF,9,905,1,0,1,0,0.5,78.7,2.2,0,6.64
Filippo Bandinelli,Empoli,27,Serie A,MF,13,1060,2,0,3,0,0.9,76.5,0.3,1,6.64
Oliver Christensen,Hertha Berlin,23,Bundesliga,GK,15,1350,0,0,1,0,0,67.8,0.2,1,6.64
Lucas Torró,Osasuna,28,La Liga,MF,14,1127,0,0,5,0,1,82.1,1.9,0,6.64
Lee Jae-Sung,Mainz,30,Bundesliga,MF,10,821,2,1,1,0,0.9,77,1.1,1,6.64
Komnen Andric,Clermont Foot,27,Ligue 1,FW,13,1020,4,1,3,0,1.5,76.8,2.1,0,6.64
Jhon Lucumí,Bologna,24,Serie A,DF,12,1012,0,1,3,0,0.2,86.2,1.5,0,6.64
Idrissa Gueye,Everton,33,Premier League,MF,9,742,0,0,3,0,0,85.5,0.8,0,6.64
Mehdi Bourabia,Spezia,31,Serie A,MF,14,1142,0,1,1,0,0.5,80.3,0.6,0,6.63
Robert Skov,Hoffenheim,26,Bundesliga,DF,12,941,3,1,1,0,2.2,72.1,0.4,1,6.63
Janik Haberer,Union Berlin,28,Bundesliga,MF,13,859,3,1,0,0,1.2,68.4,1.1,0,6.63
Jaume Costa,Mallorca,34,La Liga,DF,11,966,0,1,4,0,0.6,79,0.9,0,6.63
Giorgi Mamardashvili,Valencia,22,La Liga,GK,14,1260,0,0,1,0,0,76.3,0.2,0,6.63
Harvey Elliott,Liverpool,19,Premier League,MF,10,862,1,1,0,0,1.4,83.4,0.1,0,6.63
Maximilian Eggestein,Freiburg,25,Bundesliga,MF,11,1021,0,2,1,0,0.4,79,1.4,0,6.63
Weston McKennie,Juventus,24,Serie A,DF,9,723,1,1,0,0,0.7,82.6,0.5,0,6.63
Marvin Plattenhardt,Hertha Berlin,30,Bundesliga,DF,13,1000,0,2,2,0,0.2,75,0.5,1,6.63
Angel Gomes,Lille,22,Ligue 1,MF,14,1107,1,1,4,0,1.5,88.3,0.1,0,6.63
Ethan Ampadu,Spezia,22,Serie A,DF,10,838,0,1,3,0,0.9,76.5,2.4,1,6.63
Emil Audero,Sampdoria,25,Serie A,GK,15,1350,0,0,0,0,0,63.2,0.2,4,6.63
Romain Perraud,Southampton,25,Premier League,DF,10,854,2,2,1,0,1.5,76.2,0.3,1,6.63
Maxence Lacroix,Wolfsburg,22,Bundesliga,DF,9,805,1,0,0,0,0.2,86.5,2.4,1,6.63
Manuel Lazzari,Lazio,29,Serie A,DF,13,1002,0,0,4,0,0.1,89.1,0.2,0,6.63
Maya Yoshida,Schalke,34,Bundesliga,DF,15,1339,0,0,3,0,0.3,77.8,2.5,0,6.63
Nemanja Matic,Roma,34,Serie A,MF,7,794,1,1,1,0,0.4,85.7,0.5,0,6.63
Andy Delort,Nice,31,Ligue 1,MF,9,749,5,0,0,0,2.1,65,2.1,1,6.63
Franco Cervi,Celta Vigo,28,La Liga,MF,12,1025,0,2,0,1,1.1,77.4,0.2,0,6.63
Odsonne Édouard,Crystal Palace,24,Premier League,MF,9,771,3,2,3,0,1.3,77.9,1,0,6.63
Tim Ream,Fulham,35,Premier League,DF,15,1348,0,0,1,0,0.1,85.9,1.5,0,6.63
Ollie Watkins,Aston Villa,26,Premier League,MF,13,1173,2,3,1,0,1.9,72,2.3,1,6.63
Bradley Locko,Reims,20,Ligue 1,DF,13,1058,0,0,3,1,0.4,81.2,0.9,0,6.62
Nicolas Cozza,Montpellier,23,Ligue 1,DF,14,1236,2,1,3,0,0.5,72.9,1.4,0,6.62
Youssouf Sabaly,Real Betis,29,La Liga,DF,7,631,0,0,0,0,0.3,82.6,0.3,0,6.62
Álex Baena,Villarreal,21,La Liga,MF,5,626,4,0,4,1,1.4,77.7,0.1,2,6.62
Christopher Jullien,Montpellier,29,Ligue 1,DF,10,900,0,0,1,0,0.6,82.9,2.9,0,6.62
Demarai Gray,Everton,26,Premier League,MF,15,1289,1,0,1,0,1.9,79.3,0.5,0,6.62
Wesley Saïd,Lens,27,Ligue 1,MF,4,398,5,0,1,0,1.5,84.9,0.1,0,6.62
Sasa Lukic,Torino,26,Serie A,MF,10,924,2,0,3,0,1,88.7,1,1,6.62
Robert Andrich,Leverkusen,28,Bundesliga,MF,12,982,1,2,5,0,0.7,84,1.1,0,6.62
Chris Führich,Stuttgart,24,Bundesliga,MF,10,880,2,0,2,0,1.1,79.7,0.1,0,6.62
Wilfried Kanga,Hertha Berlin,24,Bundesliga,FW,10,938,2,0,2,0,1.5,65.3,2.6,0,6.62
Axel Witsel,Atletico,33,La Liga,DF,12,1068,0,0,2,0,0.4,93.6,1.3,0,6.62
Martin Valjent,Mallorca,26,La Liga,DF,13,1156,0,0,5,0,0,82.3,0.8,0,6.62
Pedro,Lazio,35,Serie A,MF,5,679,2,2,0,0,1.2,83.4,0,1,6.62
Robert Gumny,Augsburg,24,Bundesliga,DF,9,836,1,1,2,0,0.3,61.3,2,0,6.62
Marin Pongracic,Lecce,25,Serie A,DF,9,792,0,0,2,0,0.1,82,1,0,6.62
Lorenzo Montipò,Verona,26,Serie A,GK,15,1350,0,0,0,0,0,62.3,0,0,6.62
Juan Bernat,PSG,29,Ligue 1,DF,7,598,1,0,1,0,0.3,92.7,0.3,0,6.62
Raphaël Varane,Man Utd,29,Premier League,DF,8,686,0,0,1,0,0.1,83.8,1.6,0,6.62
Emerson Royal,Tottenham,23,Premier League,DF,11,904,0,1,1,1,0.8,82,1,0,6.62
Kike Pérez,Real Valladolid,25,La Liga,MF,11,968,0,1,2,0,1.3,80.4,1.1,0,6.62
Renaud Ripart,Troyes,29,Ligue 1,DF,8,747,2,1,2,0,2.1,73,1.6,0,6.62
Gavin Bazunu,Southampton,20,Premier League,GK,15,1350,0,0,0,0,0,57.4,0.5,1,6.61
Jirí Pavlenka,Werder Bremen,30,Bundesliga,GK,15,1289,0,0,0,0,0,67.2,0.1,1,6.61
Mario Pasalic,Atalanta,27,Serie A,MF,11,879,1,2,1,0,0.6,80.7,1.4,1,6.61
Pablo Maffeo,Mallorca,25,La Liga,DF,12,1020,1,0,3,1,0.4,72.8,1,1,6.61
Óscar Plano,Real Valladolid,31,La Liga,MF,8,831,1,1,1,0,1,76.2,0.9,0,6.61
Crysencio Summerville,Leeds,21,Premier League,MF,4,468,4,0,1,0,1.1,77.9,0.2,0,6.61
Thomas Lemar,Atletico,27,La Liga,MF,5,391,0,2,0,0,0.1,89.5,0,0,6.61
Evan Ndicka,Eintracht Frankfurt,23,Bundesliga,DF,15,1343,0,0,2,0,0.3,86.6,2.5,1,6.61
Juan Iglesias,Getafe,24,La Liga,DF,11,1026,1,0,4,0,0.8,65.3,0.4,0,6.61
Mikkel Desler,Toulouse,27,Ligue 1,DF,12,1009,0,1,0,1,0.4,85.5,0.8,0,6.61
Lukas Nmecha,Wolfsburg,23,Bundesliga,MF,10,822,4,0,3,0,1.8,65.3,1.4,0,6.61
Tyler Adams,Leeds,23,Premier League,DF,13,1167,0,0,2,1,0.2,82.3,0.8,0,6.61
Xavier Chavalerin,Troyes,31,Ligue 1,MF,7,720,1,1,1,0,0.8,86.3,0.4,0,6.61
Désiré Doué,Rennes,17,Ligue 1,MF,3,401,2,0,3,0,0.8,84.8,0.1,0,6.61
Sead Kolasinac,Marseille,29,Ligue 1,DF,6,491,1,1,1,0,0.2,82.9,0.4,0,6.61
Hugo Guillamón,Valencia,22,La Liga,DF,11,919,1,4,4,0,0.2,84.7,0.9,0,6.61
Jean-Charles Castelletto,Nantes,27,Ligue 1,DF,11,929,0,0,1,0,0.3,81.1,2.6,0,6.61
David Okereke,Cremonese,25,Serie A,MF,13,1155,3,0,2,0,1.9,69.6,1.5,0,6.61
Marten de Roon,Atalanta,31,Serie A,DF,12,1030,0,1,3,0,0.2,79.1,1.3,0,6.61
Nuno da Costa,Auxerre,31,Ligue 1,MF,9,807,2,0,1,1,1.1,68.8,1.3,2,6.61
Bartlomiej Dragowski,Spezia,25,Serie A,GK,14,1213,0,0,1,0,0,63.2,0.4,2,6.61
Saîf-Eddine Khaoui,Clermont Foot,27,Ligue 1,MF,8,744,2,2,1,0,1.1,74.2,0.2,0,6.61
Kerem Demirbay,Leverkusen,29,Bundesliga,MF,9,788,3,3,2,0,1,79.3,0.2,1,6.6
Mateusz Wieteska,Clermont Foot,25,Ligue 1,DF,15,1350,0,1,2,0,0.5,83.6,2.1,1,6.6
Valentín Castellanos,Girona,24,La Liga,MF,14,1122,3,0,4,0,2.1,67.8,0.9,0,6.6
Alberto Grassi,Empoli,27,Serie A,MF,4,325,0,0,1,0,0.4,80.1,1.2,1,6.6
Samuele Ricci,Torino,21,Serie A,MF,8,713,0,1,2,0,0.6,91.4,0.2,0,6.6
Harrison Reed,Fulham,27,Premier League,DF,14,1180,2,1,5,0,0.8,75.6,1,0,6.6
Sean Longstaff,Newcastle,25,Premier League,MF,11,1052,1,2,2,0,0.8,81.6,0.5,0,6.6
Marco Reus,Borussia Dortmund,33,Bundesliga,MF,7,640,2,2,2,0,1.4,77.9,0.4,0,6.6
Arthur Theate,Rennes,22,Ligue 1,DF,15,1350,1,0,2,0,0.5,89.1,1.6,0,6.6
Patson Daka,Leicester,24,Premier League,FW,7,641,3,2,2,0,1.3,67.4,0.7,0,6.6
Thijs Dallinga,Toulouse,22,Ligue 1,FW,12,907,3,1,3,0,1.3,67.7,1.5,0,6.6
Stephane Singo,Torino,21,Serie A,MF,8,750,0,1,3,0,0.7,76.6,1.8,0,6.6
Jan Thielmann,FC Koln,20,Bundesliga,MF,5,488,1,1,2,0,0.9,68.3,0.6,1,6.6
Christian Eriksen,Man Utd,30,Premier League,MF,12,1048,1,4,1,0,1.5,82,0.4,1,6.6
Dimitri Payet,Marseille,35,Ligue 1,MF,5,464,1,3,0,0,1.2,79.5,0.1,0,6.6
Dwight McNeil,Everton,23,Premier League,MF,8,735,2,0,2,0,0.7,80.2,0.3,2,6.6
Tosin Adarabioyo,Fulham,25,Premier League,DF,10,900,1,0,0,0,0.3,80.2,2.2,0,6.6
Hiroki Ito,Stuttgart,23,Bundesliga,DF,12,1077,0,1,3,0,0.7,81.4,0.8,0,6.6
Geoffrey Kondogbia,Atletico,29,La Liga,DF,8,720,0,1,3,0,0.7,89.9,0.9,0,6.6
Niklas Stark,Werder Bremen,27,Bundesliga,DF,6,644,0,0,3,0,0.2,82,1.2,0,6.6
Aleksey Miranchuk,Torino,27,Serie A,MF,9,684,2,1,0,0,1.3,84,0.3,1,6.6
Bobby De Cordova-Reid,Fulham,29,Premier League,DF,14,1216,3,1,6,0,1.2,72.9,0.4,0,6.6
Petar Stojanovic,Empoli,27,Serie A,DF,11,949,0,1,2,0,0.4,76.5,0.2,0,6.6
Ansgar Knauff,Eintracht Frankfurt,20,Bundesliga,MF,7,639,1,0,1,0,1,64.5,0.3,0,6.6
Nehuén Pérez,Udinese,22,Serie A,DF,13,1065,1,0,3,1,0.5,85.2,1,1,6.6
Karol Linetty,Torino,27,Serie A,MF,11,954,1,0,5,0,0.6,86.6,0.8,1,6.6
Timo Hübers,FC Koln,26,Bundesliga,DF,11,1028,0,0,3,0,0.1,83.4,2.8,0,6.6
Henrikh Mkhitaryan,Inter,33,Serie A,MF,7,664,1,1,1,0,0.8,87,0.3,0,6.59
Michele Di Gregorio,Monza,25,Serie A,GK,15,1350,0,0,0,0,0,74.1,0.1,0,6.59
Rani Khedira,Union Berlin,28,Bundesliga,DF,14,1216,0,0,5,0,0.9,75.1,1.3,0,6.59
Lucas Digne,Aston Villa,29,Premier League,DF,9,812,1,0,2,0,0.4,79,1.6,0,6.59
Boubacar Kamara,Aston Villa,23,Premier League,DF,8,671,0,0,2,0,0.2,83.5,1.1,0,6.59
Issiaga Sylla,Toulouse,28,Ligue 1,DF,12,1051,0,0,2,0,0.5,79.3,0.8,1,6.59
Alban Lafont,Nantes,23,Ligue 1,GK,14,1260,0,0,0,1,0,63.1,0.4,1,6.59
Benjamin Henrichs,RBL,25,Bundesliga,DF,10,974,0,1,5,0,0.9,73.2,0.8,0,6.59
Kevin Akpoguma,Hoffenheim,27,Bundesliga,DF,8,836,0,0,4,0,0.2,78.7,1.7,0,6.59
Mërgim Vojvoda,Torino,27,Serie A,DF,4,448,0,3,1,0,0.3,81.9,0.2,0,6.59
Sergio Akieme,Almeria,24,La Liga,DF,14,1260,0,0,3,0,1.1,81,0.6,1,6.59
Brendan Chardonnet,Brest,27,Ligue 1,DF,13,1215,0,0,4,0,0.4,83.2,2.8,0,6.59
Moussa Sissoko,Nantes,33,Ligue 1,MF,8,703,1,0,2,0,0.8,76.4,1.8,1,6.59
Eljif Elmas,Napoli,23,Serie A,MF,4,530,3,1,1,0,0.8,83.8,0.1,1,6.59
Krépin Diatta,Monaco,23,Ligue 1,MF,8,877,1,0,2,0,1.3,83.6,1.5,0,6.59
Diogo Leite,Union Berlin,23,Bundesliga,DF,13,1099,0,1,1,1,0.5,80,2.2,0,6.59
Éderson,Atalanta,23,Serie A,MF,8,744,0,0,1,0,1.2,78.9,0.4,0,6.59
MBala Nzola,Spezia,26,Serie A,FW,15,1350,7,0,4,0,2.3,80.4,1.4,1,6.59
Jakub Kiwior,Spezia,22,Serie A,DF,15,1291,0,0,2,0,0.7,85.9,1.3,0,6.59
Kasper Schmeichel,Nice,36,Ligue 1,GK,13,1170,0,0,0,0,0,73.5,0.1,0,6.59
Pierre Lees-Melou,Brest,29,Ligue 1,MF,12,973,2,0,3,1,1.3,86,0.6,0,6.59
Luiz Henrique,Real Betis,21,La Liga,MF,9,745,0,1,1,0,1.3,76.1,0.9,1,6.59
Álex Remiro,Real Sociedad,27,La Liga,GK,14,1260,0,0,0,0,0,72.1,0.3,0,6.59
Yunus Musah,Valencia,20,La Liga,MF,10,849,0,2,5,0,0.7,82.8,0.8,0,6.59
Robin Zentner,Mainz,28,Bundesliga,GK,15,1350,0,0,1,0,0,47.6,0.7,0,6.59
Riyad Mahrez,Man City,31,Premier League,MF,4,371,1,0,1,0,1.3,90,0.2,0,6.59
Rubén García,Osasuna,29,La Liga,MF,4,422,1,2,2,0,1,82.9,0.6,0,6.59
Andreaw Gravillon,Reims,24,Ligue 1,DF,12,1035,0,0,3,0,0.7,75.8,1.2,0,6.59
Jadon Sancho,Man Utd,22,Premier League,MF,10,723,2,1,0,0,0.7,83.2,0.2,0,6.58
Musa Barrow,Bologna,24,Serie A,MF,9,692,2,1,1,0,2.4,76.1,0.2,1,6.58
Koffi Djidji,Torino,30,Serie A,DF,12,1075,1,0,0,0,0.3,86.3,1.4,1,6.58
Arbër Zeneli,Reims,27,Ligue 1,MF,9,676,0,2,0,0,1.6,76.3,0.2,1,6.58
Matz Sels,Strasbourg,30,Ligue 1,GK,15,1350,0,0,1,0,0,64.1,0.3,1,6.58
Zakaria Aboukhlal,Toulouse,22,Ligue 1,MF,14,1174,3,3,2,0,2.4,71.3,0.3,1,6.58
Anthony Modeste,Borussia Dortmund,34,Bundesliga,FW,7,720,2,1,3,0,1.6,60.2,1.8,0,6.58
Stefan Bell,Mainz,31,Bundesliga,DF,9,891,0,0,5,0,0.2,80.6,2.6,0,6.58
Khéphren Thuram,Nice,21,Ligue 1,MF,10,910,0,2,1,0,0.4,88.9,0.4,0,6.58
Marcel Halstenberg,RBL,31,Bundesliga,DF,7,677,0,1,0,0,0.3,85.3,0.9,0,6.58
Aimar Oroz,Osasuna,21,La Liga,MF,9,778,2,1,3,0,0.8,80.1,0.5,0,6.58
Niklas Süle,Borussia Dortmund,27,Bundesliga,DF,9,787,1,1,1,0,0.9,88.6,1,0,6.58
Oumar Gonzalez,AC Ajaccio,24,Ligue 1,DF,11,948,0,0,6,0,0.5,84.3,2,0,6.58
Danny Ings,Aston Villa,30,Premier League,MF,8,725,5,0,3,0,1.7,74.6,0.9,2,6.58
