name,team,age,position,apps,minutesPlayed,assistTotal,keyPassPerGame,totalPassesPerGame,passSuccess,accurateCrossesPerGame,accurateLongPassPerGame,accurateThroughBallPerGame,rating
Lionel Messi,"PSG,",35,", AM(CR),FW",13,1132,10,2.6,59.9,83.4,0.8,2.9,1.3,8.65
Neymar,"PSG,",30,", AM(CLR),FW",12(2),1085,9,2.7,59.9,82.6,0.7,1.9,0.6,7.96
Erling Haaland,"Man City,",22,", FW",12(1),1041,3,1.1,14.4,76.5,0,0.1,0.2,7.9
Kylian Mbappé,"PSG,",23,", AM(LR),FW",13(1),1146,2,1.9,34.7,84,0.4,0.3,0.1,7.87
Kevin De Bruyne,"Man City,",31,", M(CLR),FW",13(1),1135,9,3.4,43.5,79.5,2.4,2.9,0.5,7.76
Martin Terrier,"Rennes,",25,", AM(CL),FW",14,1204,3,1.7,37,76.4,0.2,1.4,0.2,7.76
Robert Lewandowski,"Barcelona,",34,", FW",13(1),1068,4,1.1,20,80,0.2,0.6,0.1,7.73
Joshua Kimmich,"Bayern,",27,", D(CR),DMC,M(R)",14(1),1277,3,2.7,78.7,89.2,2.2,5.9,0.3,7.67
Rémy Cabella,"Lille,",32,", M(CLR),FW",8(1),724,5,3.1,57.3,86.4,1.2,1.7,0.3,7.65
Jamal Musiala,"Bayern,",19,", M(CL)",12(2),1000,6,1.8,31.4,83.9,0,0.3,0.1,7.64
Kieran Trippier,"Newcastle,",32,", D(LR),M(R)",15,1327,3,2.3,51.8,77.3,3.5,3.3,0.3,7.6
Gabriel Jesus,"Arsenal,",25,", AM(LR),FW",14,1226,5,1.6,27.6,81.9,0.1,0.5,0.1,7.59
Khvicha Kvaratskhelia,"Napoli,",21,", AM(CLR)",11(1),876,5,1.9,22.7,81.6,0.2,0.6,0.3,7.55
Harry Kane,"Tottenham,",29,", AM(C),FW",15,1338,1,1.9,22,73.3,0.3,1.9,0.1,7.47
Marcus Thuram,"Borussia M.Gladbach,",25,", AM(L),FW",15,1350,3,0.9,16.7,73.3,0.1,0.1,0.1,7.45
Jude Bellingham,"Borussia Dortmund,",19,", M(CLR)",15,1350,2,1,51.9,82.5,0.1,4.1,0.2,7.45
Vinícius Júnior,"Real Madrid,",22,", AM(L),FW",14,1231,3,1.9,33,82,0.1,0.7,0.1,7.44
Alexandre Lacazette,"Lyon,",31,", M(CLR),FW",15,1303,3,1.7,25.5,73.1,0.2,0.7,0.1,7.44
Christopher Nkunku,"RBL,",25,", M(CLR),FW",14(1),1283,0,1.8,27.9,82.6,0.3,1.7,0.1,7.43
Niclas Füllkrug,"Werder Bremen,",29,", FW",14,1219,2,1.4,31.1,62.5,0.2,1.6,0,7.42
Aleksandar Mitrovic,"Fulham,",28,", FW",12,1021,0,0.9,19.7,57.2,0,1,0.1,7.42
Enzo Le Fée,"Lorient,",22,", M(CLR)",15,1334,3,2.7,55.7,84.8,1.1,3.5,0.3,7.42
Victor Osimhen,"Napoli,",23,", FW",10(1),905,2,1.1,11.5,74,0,0.2,0,7.42
Sergej Milinkovic-Savic,"Lazio,",27,", AM(C)",13(1),1157,7,1.4,52.4,76.3,0.1,2.7,0.4,7.41
Vincenzo Grifo,"Freiburg,",29,", AM(CL)",14(1),1130,2,2.1,38.5,80.1,0.7,2.5,0.3,7.41
Dango Ouattara,"Lorient,",20,", AM(LR)",14,1197,4,1.1,22.4,65.9,0.1,0.5,0.1,7.4
Florian Sotoca,"Lens,",32,", AM(CR),FW",14(1),1239,5,2,39.3,81,0.6,2.5,0.4,7.4
Rodrygo,"Real Madrid,",21,", AM(CLR),FW",10(2),914,4,1.4,27.4,88.1,0.3,0.3,0.1,7.4
James Maddison,"Leicester,",26,", AM(CLR)",13,1100,4,2.4,39.9,84.2,0.8,2.4,0.1,7.39
Martin Ødegaard,"Arsenal,",23,", AM(CR)",13,1083,2,1.9,42.5,81.3,0.5,1.6,0.2,7.38
Phil Foden,"Man City,",22,", AM(CLR),FW",11(3),911,3,1.5,36.7,85.6,1.5,0.8,0.1,7.37
Paulo Dybala,"Roma,",29,", AM(CR),FW",8(1),601,2,2.2,29.1,82.8,1.2,2,0,7.36
Michael Gregoritsch,"Freiburg,",28,", AM(CR),FW",15,1128,3,0.7,16.8,56,0.1,0.1,0,7.36
Bukayo Saka,"Arsenal,",21,", D(L),M(CLR)",14,1179,6,2.1,32,83.9,1.3,1,0,7.35
Gabriel Martinelli,"Arsenal,",21,", AM(L),FW",14,1187,2,1.6,27.4,85.1,0.5,1.6,0.1,7.35
Federico Valverde,"Real Madrid,",24,", M(CLR)",12(2),1108,2,1.7,47.5,89.5,0.1,2.2,0,7.35
Rodri,"Man City,",26,", D(C),DMC",13,1125,3,0.8,92.5,91.1,0,5.1,0,7.34
Benjamin André,"Lille,",32,", D(R),M(CLR)",14,1218,1,0.6,58.4,84.8,0,3.8,0.2,7.34
Ousmane Dembélé,"Barcelona,",25,", AM(CLR),FW",11(3),874,5,2.2,32.3,84.7,1.3,1.4,0.4,7.33
Bruno Guimarães,"Newcastle,",25,", DMC",12,999,2,1.3,52.2,83.1,0.1,3.3,0.2,7.33
Jonathan David,"Lille,",22,", AM(C),FW",15,1331,3,1.4,22.4,83.9,0.1,0.5,0.1,7.33
Serge Gnabry,"Bayern,",27,", AM(CLR),FW",10(5),834,3,1,24.9,83.1,0.3,0.5,0,7.33
Amine Gouiri,"Rennes,",22,", AM(L),FW",10,794,1,1.5,21,80.5,0.5,0.9,0.1,7.32
Rodrigo Bentancur,"Tottenham,",25,", M(C)",13(1),1186,2,0.6,48.9,86.1,0.3,1.6,0.1,7.32
Mikel Merino,"Real Sociedad,",26,", M(C)",13(1),1129,6,1.4,46.6,77,0.1,2.1,0.1,7.31
Ivan Toney,"Brentford,",26,", FW",14,1260,2,1.1,22.3,64.1,0.2,0.4,0.1,7.3
Eric Choupo-Moting,"Bayern,",33,", M(CLR),FW",6(4),520,2,0.8,13.9,75.5,0.1,0.1,0.2,7.29
Adrien Rabiot,"Juventus,",27,", DMC,M(L)",11,935,2,0.9,33.9,85.5,0.2,2,0.1,7.28
Leroy Sané,"Bayern,",26,", M(CLR),FW",8(5),840,3,1.3,34.8,83.8,0.1,0.3,0.1,7.27
Thomas Partey,"Arsenal,",29,", D(R),M(CR)",11,961,0,0.8,64.2,87.5,0,3.7,0.1,7.27
Randal Kolo Muani,"Eintracht Frankfurt,",24,", AM(R),FW",13(1),1122,9,1.4,16.5,65.8,0.1,0.4,0.1,7.25
Jonas Hofmann,"Borussia M.Gladbach,",30,", D(R),M(CLR)",13,1155,4,2.8,36.3,78.8,2.8,1.2,0.2,7.25
Frenkie de Jong,"Barcelona,",25,", D(C),DMC",9(4),898,1,1.4,55.6,90.5,0.3,2.8,0.2,7.24
Mário Rui,"Napoli,",31,", D(L),M(L)",11(1),977,5,2.7,57.8,83.1,2,4.8,0.1,7.23
Dominik Szoboszlai,"RBL,",22,", AM(CLR)",11(2),953,7,2.5,41.6,83.2,1.6,2.1,0.3,7.23
Joelinton,"Newcastle,",26,", AM(CLR),FW",12(1),1060,1,1.1,36.2,81.7,0.3,0.9,0.1,7.22
Konstantinos Mavropanos,"Stuttgart,",24,", D(CR)",13,1149,1,0.6,47.2,79.9,0.1,5.8,0.1,7.22
Pedri,"Barcelona,",20,", AM(CL)",12(2),1030,0,1.4,51.4,91.1,0,5.4,0.5,7.21
Marco Verratti,"PSG,",30,", M(C)",14,1060,0,0.4,86.4,94,0,3.4,0.2,7.21
Willi Orbán,"RBL,",30,", D(C)",15,1350,0,0.2,74.3,88.4,0,4.8,0,7.21
Lorenzo Pellegrini,"Roma,",26,", M(CL)",13,1105,4,2.4,35.3,79.5,1.6,2.5,0.1,7.21
Lautaro Martínez,"Inter,",25,", FW",14(1),1219,3,1.6,19.3,75.1,0,1,0.1,7.21
Benjamin Pavard,"Bayern,",26,", D(CLR),M(R)",11(2),1018,0,0.9,67.6,89.1,0.5,2.5,0.1,7.21
Roberto Firmino,"Liverpool,",31,", M(CLR),FW",11(2),937,3,1.3,32.4,79.6,0.1,0.5,0.3,7.2
Antoine Griezmann,"Atletico,",31,", AM(CLR),FW",7(7),772,3,1.6,28.1,84.7,0.8,1.4,0.1,7.2
Mattia Zaccagni,"Lazio,",27,", AM(CL),FW",13,1026,3,1,22.5,83.9,0.2,0.5,0,7.19
Miguel Almirón,"Newcastle,",28,", AM(CLR),FW",15,1264,1,0.8,30.3,85.5,0.2,0.5,0,7.19
Maximilian Arnold,"Wolfsburg,",28,", M(CR)",15,1310,2,1.5,42,81,1.5,6,0.3,7.19
Brais Méndez,"Real Sociedad,",25,", AM(CR),FW",13(1),1125,2,1.3,42.7,84.3,1.3,2.7,0.2,7.18
Armand Laurienté,"Sassuolo,",24,", AM(LR),FW",9,753,3,3.6,26,81.6,1.3,0.4,0.1,7.18
Frank Anguissa,"Napoli,",27,", M(C)",13,1098,3,0.9,58.2,88.5,0,1.8,0,7.18
Hakan Çalhanoglu,"Inter,",28,", M(CLR),FW",13(1),1079,4,2.1,42.7,87.5,1.9,2.1,0.2,7.17
Joselu,"Espanyol,",32,", FW",14,1260,1,0.5,23.2,61.8,0.1,0.5,0,7.17
Aleix García,"Girona,",25,", DMC",14,1247,3,2.5,56.8,89.7,3,3.9,0.1,7.17
Sadio Mané,"Bayern,",30,", AM(CLR),FW",12(2),913,3,0.9,18.7,74.8,0.4,0.3,0,7.17
Fabian Schär,"Newcastle,",30,", D(C)",14,1245,0,0.6,49.4,75.7,0.1,4.2,0,7.17
José Gayà,"Valencia,",27,", D(L),M(L)",10,866,2,2.1,49.3,83.8,1.8,3.7,0.1,7.17
Rafal Gikiewicz,"Augsburg,",35,", GK",11,990,0,0,39.8,60.3,0,10.5,0,7.17
Bruno Fernandes,"Man Utd,",28,", M(CLR)",13,1170,1,2.5,47.2,77.8,0.8,2.8,0.5,7.16
Piotr Zielinski,"Napoli,",28,", M(CLR)",11(4),917,5,2.3,33.9,84.3,1.3,1,0,7.16
Ciro Immobile,"Lazio,",32,", FW",10(1),818,3,0.8,19.4,75.1,0,0.3,0.2,7.16
Daichi Kamada,"Eintracht Frankfurt,",26,", AM(CLR),FW",11(2),964,3,1,40.2,84.5,0.5,1.8,0.2,7.15
Aurélien Tchouaméni,"Real Madrid,",22,", DMC",11(1),903,2,0.8,56.1,93.2,0,1.3,0.3,7.15
Gianluigi Donnarumma,"PSG,",23,", GK",15,1350,0,0,21.2,86.8,0,2.1,0,7.15
João Cancelo,"Man City,",28,", D(LR),M(R)",14,1121,1,0.8,69.4,87.3,0.8,2.6,0,7.15
Lucas Martínez,"Fiorentina,",26,", D(C)",12(1),1046,0,0.2,58.8,83.5,0,6.5,0,7.14
Bernd Leno,"Fulham,",30,", GK",13,1170,0,0.1,30.2,74.3,0,4.9,0,7.14
Nabil Bentaleb,"Angers,",28,", M(C)",12,1074,1,1,58.8,82.3,0.7,4.8,0.1,7.14
Gerónimo Rulli,"Villarreal,",30,", GK",14,1260,0,0,33.8,83.7,0,5,0,7.14
Vedat Muriqi,"Mallorca,",28,", FW",12,1043,1,1,23.6,61.1,0,0.6,0,7.14
Moussa Diaby,"Leverkusen,",23,", M(CLR),FW",15,1257,3,1.9,27.2,80.9,0.7,0.8,0.1,7.13
Yann Sommer,"Borussia M.Gladbach,",33,", GK",10,900,0,0,55.5,80.5,0,6.9,0,7.13
Dodi Lukébakio,"Hertha Berlin,",25,", AM(CLR),FW",15,1266,1,0.9,19.5,72.9,0.6,0.9,0.1,7.13
Bernardo Silva,"Man City,",28,", M(CLR),FW",12(2),1069,5,1.4,48.2,89.9,0.4,2.4,0.1,7.12
Branco van den Boomen,"Toulouse,",27,", DMC",15,1330,4,3,54.1,82.6,2.7,8.5,0.2,7.12
Andrei Girotto,"Nantes,",30,", D(C),DMC",14,1245,1,0.4,46.8,84.4,0.1,3.9,0,7.12
Rafael Leão,"AC Milan,",23,", AM(L),FW",12(2),1012,4,1.6,20.8,79.4,0.6,2.1,0.1,7.12
Kim Min-Jae,"Napoli,",26,", D(C)",14,1260,0,0.4,73.7,89.6,0.1,3.5,0,7.11
Breel Embolo,"Monaco,",25,", AM(CR),FW",13(2),1094,2,1.3,16.5,68,0,0.3,0.1,7.1
Ilkay Gündogan,"Man City,",32,", M(C)",10(2),894,2,1.9,48.5,89.7,0.3,2.4,0.3,7.1
Gerard Deulofeu,"Udinese,",28,", AM(CLR),FW",15,1206,6,3.1,33.7,80.2,1.2,0.6,0,7.1
Guido Rodríguez,"Real Betis,",28,", DMC",12,1045,0,0.4,49.6,88.7,0,2.5,0.2,7.1
Son Heung-Min,"Tottenham,",30,", M(CLR),FW",12(1),1035,2,2.2,21,80.6,1.3,0.4,0,7.1
Achraf Hakimi,"PSG,",24,", D(LR),M(R)",12(2),1076,1,1.3,41.9,89.2,0.6,0.2,0,7.09
Terem Moffi,"Lorient,",23,", AM(R),FW",13(1),1043,0,0.5,12.1,74.7,0,0.1,0,7.09
Romain Del Castillo,"Brest,",26,", AM(LR),FW",6(3),517,2,1.1,22.1,71.9,1.3,1.2,0,7.09
Ismaël Bennacer,"AC Milan,",25,", DMC",12(3),1071,1,2,47.6,88.7,0.9,3.4,0.1,7.09
Seko Fofana,"Lens,",27,", M(C)",12(1),1116,2,1.2,50.4,90.7,0.4,2.5,0.1,7.08
Matthias Ginter,"Freiburg,",28,", D(CR),DMC",15,1350,1,0.4,57.7,84.2,0,4.1,0,7.08
Rafael Tolói,"Atalanta,",32,", D(C)",10,857,0,0.8,39.7,75.3,0.1,3.5,0,7.08
Adam Ounas,"Lille,",26,", AM(CLR),FW",7(3),665,1,1.8,26.8,80.2,0.8,1.7,0.2,7.08
Alphonso Davies,"Bayern,",22,", D(L),M(LR)",12,1005,1,1.9,54.3,89.1,0.2,1.3,0,7.08
Nuno Mendes,"PSG,",20,", D(L),M(L)",8(4),753,3,1.2,31.9,85.9,0.2,0.6,0.2,7.08
Paulo Otávio,"Wolfsburg,",28,", D(L),M(L)",13,1132,4,0.8,41,75.2,0.9,2,0.1,7.07
Pau López,"Marseille,",27,", GK",12,1080,1,0.1,31.2,75.4,0,6.3,0,7.07
Alassane Plea,"Borussia M.Gladbach,",29,", AM(CLR),FW",10(1),830,7,1.8,30.1,71.9,0.5,1.9,0.4,7.07
Pierre-Emile Højbjerg,"Tottenham,",27,", M(C)",14,1245,2,0.9,66.1,89.2,0.2,4.6,0.3,7.07
Toni Kroos,"Real Madrid,",32,", M(C)",10(1),863,2,1.8,80.4,94.6,1.3,6.4,0.1,7.06
Florian Kainz,"FC Koln,",30,", AM(CLR)",13(1),1043,4,1.9,25.9,72.5,2.1,1.1,0.2,7.06
Casemiro,"Man Utd,",30,", DMC",7(4),709,1,0.7,44.8,79.1,0.2,3.3,0.1,7.06
Wilfried Zaha,"Crystal Palace,",30,", AM(LR),FW",13,1149,2,1.2,24.7,82.9,0.2,0.3,0.1,7.06
Jeremie Frimpong,"Leverkusen,",21,", D(R),M(R)",14(1),1182,2,0.9,27.5,79.2,0.4,0.6,0,7.06
Florian Tardieu,"Troyes,",30,", M(C)",10(1),880,0,1.5,57.4,90.5,1.1,4.5,0,7.05
Alexis Mac Allister,"Brighton,",23,", M(CL),FW",14,1257,0,0.9,57.6,88.7,0.4,2.2,0,7.05
Leon Goretzka,"Bayern,",27,", M(CR)",9(2),706,1,1,34.5,82.1,0,0.7,0.1,7.05
Leandro Trossard,"Brighton,",28,", M(CLR),FW",14,1183,2,1.5,30.5,74.2,0.7,1.6,0.2,7.05
Callum Wilson,"Newcastle,",30,", FW",10(1),795,2,0.9,9.3,71.6,0.1,0.1,0,7.05
Yeray Álvarez,"Athletic Bilbao,",27,", D(C)",12,1058,1,0.5,53.2,81.7,0.3,3.8,0.1,7.04
Pascal Struijk,"Leeds,",23,", D(CL),DMC",13,1165,1,0.9,42.3,79.5,0.2,0.6,0,7.04
Aleksandr Golovin,"Monaco,",26,", M(CLR)",11(3),969,3,1.6,26.1,75.3,0.8,1.1,0.1,7.04
Ivan Provedel,"Lazio,",28,", GK",14(1),1342,0,0.1,32.9,75.7,0,8.1,0,7.04
Felipe Anderson,"Lazio,",29,", M(CLR),FW",15,1226,2,1.5,31.2,79.9,0.1,0.5,0,7.03
Nicolò Barella,"Inter,",25,", AM(C)",15,1288,5,1.4,45.1,84,0.5,1.6,0.1,7.03
Thiago Silva,"Chelsea,",38,", D(C)",11(1),1073,2,0.3,74.7,89.6,0,5,0,7.03
Jonathan Clauss,"Marseille,",30,", D(R),M(R)",14,1112,5,1.6,33.7,76.3,1,0.9,0,7.03
Ardian Ismajli,"Empoli,",26,", D(C)",10(1),935,0,0.1,36.9,81.5,0,2,0,7.03
Téji Savanier,"Montpellier,",30,", M(C)",12,1024,1,2,51.2,77.7,1.8,4.8,0.2,7.03
Juan Cuadrado,"Juventus,",34,", D(R),M(CLR),FW",13(1),1029,3,1.8,36.6,85.7,1.6,2.6,0,7.03
Granit Xhaka,"Arsenal,",30,", D(L),M(C)",14,1169,3,1.4,44.5,85.1,0.1,2,0,7.03
Alisson,"Liverpool,",30,", GK",14,1260,1,0.1,30.4,81.6,0,4.4,0,7.03
Jaka Bijol,"Udinese,",23,", D(C),M(C),FW",12,941,0,0.1,35.9,85.4,0,2,0.1,7.03
Alessio Romagnoli,"Lazio,",27,", D(CL)",13(1),1195,0,0.1,49,89.5,0,3.4,0.1,7.03
Enes Ünal,"Getafe,",25,", FW",14,1220,2,0.7,20.3,63.7,0.1,0.3,0.1,7.03
Ramy Bensebaïni,"Borussia M.Gladbach,",27,", D(CL),DMC,M(L)",14,1251,0,0.6,40.3,77,0.1,2.2,0.2,7.02
Fabiano Parisi,"Empoli,",22,", D(L)",14,1222,0,1,35.1,75.2,0.6,2,0,7.02
Manuel Locatelli,"Juventus,",24,", M(C)",12,978,0,0.6,44.4,83.3,0,3.7,0,7.02
Frederik Rønnow,"Union Berlin,",30,", GK",11,990,0,0.1,36.2,67.3,0,7.5,0,7.02
Mama Baldé,"Troyes,",27,", D(R),M(CLR),FW",14(1),1212,3,0.8,15.4,70.6,0.1,0.4,0,7.02
Nico Schlotterbeck,"Borussia Dortmund,",23,", D(C)",15,1285,2,0.3,69.7,86.4,0.1,5.6,0.1,7.02
Benjamin Bourigeaud,"Rennes,",28,", M(CLR)",15,1190,4,2.8,42.3,78.6,1.9,2.1,0.1,7.02
Theo Hernández,"AC Milan,",25,", D(L),M(L)",13,1155,2,1.6,39.7,79.5,1,2.2,0.1,7.01
Mats Hummels,"Borussia Dortmund,",33,", D(C)",13,1062,0,0.2,62.3,88.5,0.1,5.8,0,7.01
Rasmus Nicolaisen,"Toulouse,",25,", D(C)",14,1197,2,0.1,45,82.4,0,2.9,0,7.01
Mitchell Weiser,"Werder Bremen,",28,", D(R),M(R)",15,1290,6,1.3,32.1,71.2,0.5,1.9,0.3,7.01
Ibañez,"Roma,",24,", D(C)",15,1350,0,0.1,56.5,89.3,0,3.5,0.1,7.01
Dusan Vlahovic,"Juventus,",22,", FW",10,854,1,1.1,17.1,71.3,0.2,0.8,0,7
Sergi Darder,"Espanyol,",28,", M(CL)",14,1235,1,2.2,39.5,78.8,1.4,3.6,0.1,7
Rúben Neves,"Wolves,",25,", DMC",14,1260,0,0.9,61.3,85.1,0.1,7.1,0,7
Anton Stach,"Mainz,",24,", M(C)",12(1),1018,3,1.1,30,70,0.5,1.1,0.3,7
Alejandro Balde,"Barcelona,",19,", D(LR)",12,973,3,0.7,49.9,91.7,0.4,1.8,0,7
Caio Henrique,"Monaco,",25,", D(L),M(CL)",12(1),1086,5,1.8,40.8,78.5,0.9,1.8,0,7
Diogo Dalot,"Man Utd,",23,", D(LR),M(R)",13,1166,1,1.5,46.2,77.8,0.9,2.9,0,7
Isi Palazón,"Rayo Vallecano,",27,", AM(R)",12(1),997,3,1.3,31.9,84.3,1.2,1.5,0.1,7
Julian Brandt,"Borussia Dortmund,",26,", M(CLR),FW",12(3),1060,2,2.1,33,82.6,1.2,1.2,0.1,6.99
Nicolás Tagliafico,"Lyon,",30,", D(CL),M(L)",15,1329,2,0.8,47.6,88.1,0.3,1.1,0,6.99
Eberechi Eze,"Crystal Palace,",24,", AM(CLR)",14,1148,3,1.7,34.5,84.5,0.9,1.4,0.1,6.99
James Tarkowski,"Everton,",30,", D(C)",15,1350,0,0.4,48.6,81.6,0,3.9,0.1,6.99
Wataru Endo,"Stuttgart,",29,", DMC",14,1215,0,1.2,39.6,75.9,0,2.8,0,6.99
Axel Disasi,"Monaco,",24,", D(C)",15,1350,3,0.3,48.3,82.5,0.2,3.3,0,6.99
Ben Mee,"Brentford,",33,", D(CL)",14,1210,1,0.1,47.1,78,0,3.1,0,6.99
Iago Aspas,"Celta Vigo,",35,", AM(CR),FW",12(2),1121,2,2.6,31.8,79.6,0.2,1.4,0.1,6.99
Wout Faes,"Leicester,",24,", D(C)",9,810,0,0.2,70.3,85.9,0,2.6,0,6.99
Jean-Ricner Bellegarde,"Strasbourg,",24,", M(CLR)",15,1300,3,1.7,41.7,80.7,2,1.8,0.1,6.99
Marvin Ducksch,"Werder Bremen,",28,", FW",15,1307,3,1.9,25.1,71.9,0.8,1.1,0.1,6.98
Kevin Danso,"Lens,",24,", D(C)",15,1350,1,0.3,62.2,88.9,0,2.7,0.1,6.98
Mohamed Salah,"Liverpool,",30,", AM(CLR),FW",14,1239,3,2.1,25.4,76.4,0.3,0.5,0,6.98
Teun Koopmeiners,"Atalanta,",24,", D(C),M(C)",14(1),1296,1,1.3,42.9,76.4,1.1,2.5,0.1,6.98
Danilo,"Juventus,",31,", D(CLR),DMC",14(1),1272,2,0.5,49.7,83.4,0.2,3.9,0.1,6.98
Koen Casteels,"Wolfsburg,",30,", GK",15,1350,0,0,38,74,0,11.8,0,6.98
Darwin Núñez,"Liverpool,",23,", AM(CL),FW",7(3),606,2,1.3,13.6,74.3,0.1,0.5,0,6.98
Lee Kang-In,"Mallorca,",21,", AM(CLR),FW",13(1),1097,3,1.6,21.8,82.3,1.4,0.9,0.1,6.97
Gabriel Magalhães,"Arsenal,",24,", D(C)",14,1260,0,0.1,62.5,89.9,0,2.4,0,6.97
Jonathan Bamba,"Lille,",26,", AM(CLR),FW",14(1),1256,3,1.6,37.9,82.6,0.5,0.9,0.3,6.97
Dejan Kulusevski,"Tottenham,",22,", AM(CR),FW",7(2),615,5,1.9,22.2,84.5,0.6,0.3,0.1,6.97
Jordan Pickford,"Everton,",28,", GK",14,1260,1,0.1,31.6,55.7,0,8.1,0.1,6.97
Gaëtan Laborde,"Nice,",28,", AM(CLR),FW",8(2),735,0,1.3,18.7,70.1,0.2,0.4,0.1,6.97
Daniel Parejo,"Villarreal,",33,", M(C)",14,1230,2,1.4,59.5,89,1,5,0.3,6.97
Alexis Flips,"Reims,",22,", M(CR)",8(3),645,2,1.5,23.6,69.6,1.5,1.8,0.1,6.97
Youri Tielemans,"Leicester,",25,", M(C)",14(1),1172,1,1.2,54.7,86.4,0.4,2.5,0.2,6.97
Dayot Upamecano,"Bayern,",24,", D(C)",15,1342,0,0.3,81,90.5,0.1,5.3,0,6.97
Alfonso Pedraza,"Villarreal,",26,", D(L),M(L)",10,808,1,0.6,26.9,79.9,0.4,0.5,0,6.97
Samuel Lino,"Valencia,",22,", AM(LR),FW",14,1216,0,1,32,82.6,0.2,0.6,0,6.97
Sheraldo Becker,"Union Berlin,",27,", AM(CLR),FW",15,1066,3,1.4,13.2,69.2,1.1,0.7,0.1,6.96
Rodrigo,"Leeds,",31,", M(CLR),FW",12(1),895,1,0.8,19.9,72.6,0.2,1,0,6.96
Alex Berenguer,"Athletic Bilbao,",27,", D(LR),M(CLR),FW",12(1),1032,1,1.8,27.4,74.2,1.2,0.7,0,6.96
Vinicius Souza,"Espanyol,",23,", DMC",14,1194,0,0.5,33.6,81.9,0.1,2.1,0,6.96
Giovanni Di Lorenzo,"Napoli,",29,", D(CLR),M(R)",15,1339,2,1.5,58.5,88.5,0.4,2.8,0,6.96
Iñaki Williams,"Athletic Bilbao,",28,", AM(CLR),FW",14,1149,1,1.1,18.1,70.5,0.2,0.3,0.1,6.96
Declan Rice,"West Ham,",23,", D(C),DMC",15,1350,2,1.3,61.4,90.4,0.1,4.7,0,6.96
Fikayo Tomori,"AC Milan,",24,", D(CR)",14(1),1284,0,0.2,54,88.5,0,5.3,0,6.96
Rony Lopes,"Troyes,",26,", AM(CLR),FW",9(2),644,4,1.5,17.3,81.1,1.1,1.3,0,6.95
Rodrigo Becão,"Udinese,",26,", D(C)",9,783,1,0.4,41.1,79.5,0,2.4,0,6.95
Nico Williams,"Athletic Bilbao,",20,", AM(R)",13(1),1076,3,1.4,21.9,79.1,0.6,0.2,0,6.95
Ozan Kabak,"Hoffenheim,",22,", D(C)",14,1257,2,0.3,54.4,85.4,0,2.6,0,6.95
João Palhinha,"Fulham,",27,", DMC",14,1253,0,0,34,83,0,2.1,0,6.95
Azor Matusiwa,"Reims,",24,", DMC",9,785,0,0.6,42.6,81.7,0,3.2,0,6.95
Jeremías Ledesma,"Cadiz,",29,", GK",14,1260,0,0.1,27,48.1,0,7.4,0,6.95
Nuno Tavares,"Marseille,",22,", D(L),M(L)",11(3),1102,0,0.7,34.5,80.3,0.6,1.4,0.1,6.95
Alexander Sørloth,"Real Sociedad,",27,", AM(R),FW",10,825,1,1.2,16,69.4,0,0.1,0,6.95
Rafael Ratão,"Toulouse,",27,", AM(R)",10(1),717,0,1.1,25.7,73.5,0.4,0.6,0.1,6.95
Jordi Alba,"Barcelona,",33,", D(L),M(L)",7(3),683,1,1.9,63.5,87.9,1.1,3.1,0.2,6.95
Luka Modric,"Real Madrid,",37,", M(C)",11(2),934,2,1.6,57.8,90.7,0.5,2.8,0.4,6.95
Edin Dzeko,"Inter,",36,", FW",10(5),937,2,0.8,16.5,72.9,0,0.7,0.3,6.94
Sofiane Boufal,"Angers,",29,", AM(CLR),FW",8(3),720,3,2.2,31.2,80.2,0.5,1.4,0.2,6.94
Stefano Sensi,"Monza,",27,", AM(C)",12(1),942,0,1.3,56.2,88.9,0.7,4.5,0.1,6.94
Federico Fazio,"Salernitana,",35,", D(C)",9,810,0,0.2,46.4,78.9,0,2.9,0,6.94
Maxime Dupé,"Toulouse,",29,", GK",15,1350,0,0,31.5,73.5,0,5.9,0,6.94
Jordan Siebatcheu,"Union Berlin,",26,", FW",12(1),852,3,0.9,12.2,51.9,0,0.1,0,6.94
Wissam Ben Yedder,"Monaco,",32,", AM(C),FW",11(2),814,2,0.7,18.3,79.8,0.1,0.2,0,6.94
Marcus Tavernier,"Bournemouth,",23,", M(CLR)",15,1289,4,1,27.3,76.5,1.2,0.8,0,6.94
Ritsu Doan,"Freiburg,",24,", AM(CLR),FW",13(2),1079,2,1,19.7,74,0.3,0.6,0,6.94
Álvaro Morata,"Atletico,",30,", AM(L),FW",12(2),853,1,0.6,12.6,61.9,0.1,0.3,0,6.94
Stanislav Lobotka,"Napoli,",28,", DMC",13(2),1217,1,0.6,57.5,94,0,2.7,0,6.93
Ludovic Blas,"Nantes,",24,", M(CLR),FW",12(3),1142,1,1.1,28.7,85.1,0.6,2.7,0,6.93
Malo Gusto,"Lyon,",19,", D(R),M(R)",14,1218,1,1.3,61.1,85.2,1.9,2.4,0,6.93
Jonas Hector,"FC Koln,",32,", D(L),M(CL)",13,1160,1,1.2,44.8,78.7,0.5,2.8,0,6.93
Karl Toko-Ekambi,"Lyon,",30,", AM(LR),FW",11(4),1029,1,1.5,29.1,84.4,0.3,1.3,0.1,6.93
Giacomo Bonaventura,"Fiorentina,",33,", M(CLR)",11(1),933,0,1,35,86.4,0.5,2,0.1,6.93
Tetê,"Lyon,",22,", AM(R)",11(2),879,2,0.5,28.3,82.1,0.4,0.6,0,6.93
